,customer_id,supplier_product_id,complete_description,supplier_customer_id,term,is_correct
655,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ce7c582ac45458910c2,ENGOV DISPLAY 25 ENV X 6 COMP,63da56ea3ea6f313a41b8f1c,Engov display,2
656,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cd23ea6f313a41a6bd6,TAMARINE CAPSULAS 12MG 2 X 10,63da56ea3ea6f313a41b8f1c,Tamarine 12mg cx 20 cap,2
657,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ceec582ac4545891204,NEOSALDINA DRAG X 20 - NOVO,63da56ea3ea6f313a41b8f1c,Neosaldina Drag X 20 - Novo,5
658,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cf03ea6f313a41a70d4,BUSCOPAN DRAG 10MG X 20 - NOVO,63da56ea3ea6f313a41b8f1c,Buscopan Drag 10Mg X 20 - Novo,5
659,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cd2c582ac4545890dad,ENGOV AFTER TANGERINA FR 250ML,63da56ea3ea6f313a41b8f1c,Engov After Tangerina Fr 250Ml,5
660,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cf1c582ac4545891276,ENGOV UP MORANGO E KIWI LATA 269ML OR,63da56ea3ea6f313a41b8f1c,Engov Up Melancia Lt 269Ml Or,4
661,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cd23ea6f313a41a6baf,BENEGRIP 500MG CT 12 COMP REV,63da56ea3ea6f313a41b8f1c,Benegrip 500Mg Ct 12 Comp Rev,5
662,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cd53ea6f313a41a6c35,BUSCOPAN COMPOSTO CPR REVEST X 20 - NOVO,63da56ea3ea6f313a41b8f1c,Buscopan Composto 10Mg+250Mg 20 Cpr Rev,3
663,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cf03ea6f313a41a70e0,DRAMIN 50 MG CAP MOLE X 200 (EMB FRAC) - NOVO,63da56ea3ea6f313a41b8f1c,Dramin 50 Mg Cap Mole X 200 (Emb Frac) - Novo,5
664,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ce13ea6f313a41a6e1f,ALEKTOS 20MG CPR BL X 20,63da56ea3ea6f313a41b8f1c,Alektos 20Mg Cpr Bl X 20,5
665,22c45602-f8a5-4d43-9604-1e7440e1f2dd,64d3ef1e3544715ff4bc646a,BUSCOPAN GOTAS 10MG/ML 20ML X 1 - NOVO,63da56ea3ea6f313a41b8f1c,Buscopan Gotas 10Mg/Ml 20Ml X 1 - Novo,5
666,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d99a03c582ac454589162a,LISADOR DIP 1G CT BL 10 COMP,63da56ea3ea6f313a41b8f1c,Lisador Dip 1G Ct Bl 10 Comp,5
667,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cd33ea6f313a41a6bd8,TAMARINE GELÉIA ZERO AÇÚCAR FR 150G+COL,63da56ea3ea6f313a41b8f1c,Tamarine gel pote 150g,2
668,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cd63ea6f313a41a6c70,ADDERA D3 400UI GTS CT FR 10ML - NOVO,63da56ea3ea6f313a41b8f1c,ADDERA D3 400UI GTS FR 10ML,1
669,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d99a89c582ac45458921d9,LISADOR 500MG CAIXA C/ 2X8 COMP,63da56ea3ea6f313a41b8f1c,Lisador 500Mg Caixa C/ 2X8 Comp,5
670,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ce8c582ac45458910ec,DORIL ENXAQUECA BL 25X4,63da56ea3ea6f313a41b8f1c,Doril Enxaqueca Bl 25X4,5
671,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ceb3ea6f313a41a6fe1,DORIL DISPLAY 25 BL X 6 COMP,63da56ea3ea6f313a41b8f1c,Doril Display 25 Bl X 6 Comp,5
672,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ce9c582ac454589112e,ADDERA D3 132UI GTS FR 10ML - NOVO,63da56ea3ea6f313a41b8f1c,Addera D3 132Ui Gts Fr 10Ml - Novo,5
673,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cf33ea6f313a41a716b,LACTO PURGA 5 MG COM REV CT X 12,63da56ea3ea6f313a41b8f1c,Lacto purga cx 12 comp,2
674,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cd1c582ac4545890d82,MIOFLEX A C/ 12 COMP,63da56ea3ea6f313a41b8f1c,Mioflex a cx 12 comp,2
675,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d99a89c582ac45458921d9,LISADOR 500MG CAIXA C/ 2X8 COMP,63da56ea3ea6f313a41b8f1c,Lisador cx 16 comp,2
676,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ceb3ea6f313a41a6fef,ENGOV AFTER BERRY VIBES 250ML,63da56ea3ea6f313a41b8f1c,Engov After Berry Vibes 250Ml,5
677,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cdfc582ac4545890f8a,ALIVIUM GOTAS 20ML 100MG/ML,63da56ea3ea6f313a41b8f1c,Alivium Gotas 20Ml 100Mg/Ml,5
678,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d99a03c582ac4545891630,ALIVIUM 400MG CT BL 10 CAP MOLE,63da56ea3ea6f313a41b8f1c,Alivium 400Mg Ct Bl 10 Cap Mole,5
679,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cd63ea6f313a41a6c70,ADDERA D3 400UI GTS CT FR 10ML - NOVO,63da56ea3ea6f313a41b8f1c,Addera D3 400Ui Gts Ct Fr 10Ml - Novo,5
680,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d99a03c582ac4545891630,ALIVIUM 400MG CT BL 10 CAP MOLE,63da56ea3ea6f313a41b8f1c,ALIVIUM 400MG CX 10 COMP,1
681,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ce7c582ac45458910ca,MAXSULID 400MG CT 10 COMP,63da56ea3ea6f313a41b8f1c,MAXSULID 400MG CX 10 COMP,1
682,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ce13ea6f313a41a6e3c,ENGOV UP MELANCIA LT 269ML OR,63da56ea3ea6f313a41b8f1c,ENGOV UP MELANCIA 269ML,1
683,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cd13ea6f313a41a6ba6,RINOSORO GOTAS FRASCO 30 ML,63da56ea3ea6f313a41b8f1c,Rinosoro Gotas Frasco 30 Ml,5
684,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ceb3ea6f313a41a6fdd,BENEGRIP 500MG COMP REV BL 2X10,63da56ea3ea6f313a41b8f1c,Benegrip cx 20 comp,2
685,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ce73ea6f313a41a6f33,CELESTONE SOLUSPAN,63da56ea3ea6f313a41b8f1c,Celestone Soluspan,5
686,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cf1c582ac4545891276,ENGOV UP MORANGO E KIWI LATA 269ML OR,63da56ea3ea6f313a41b8f1c,Engov Up Morango E Kiwi Lata 269Ml Or,1
687,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ce13ea6f313a41a6e3c,ENGOV UP MELANCIA LT 269ML OR,63da56ea3ea6f313a41b8f1c,Engov Up Morango E Kiwi Lata 269Ml Or,3
688,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ce83ea6f313a41a6f5b,ENGOV AFTER CITRUS FR 250ML,63da56ea3ea6f313a41b8f1c,Engov after citrus,2
689,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cf1c582ac454589126c,AMMY 4MG CPRV CT BL X 24,63da56ea3ea6f313a41b8f1c,Ammy 4Mg Cprv Ct Bl X 24,1
690,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ce7c582ac45458910ca,MAXSULID 400MG CT 10 COMP,63da56ea3ea6f313a41b8f1c,Maxsulid 400Mg Ct 10 Comp,5
691,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ce0c582ac4545890fbf,NEOSALDINA DRAG X 200 (50X4) - NOVO,63da56ea3ea6f313a41b8f1c,Neosaldina Drag X 200 (50X4) - Novo,5
692,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cd63ea6f313a41a6c5e,BUSCOPAN COMPOSTO 10MG+250MG 20 CPR REV,63da56ea3ea6f313a41b8f1c,BUSCOPAN COMPOSTO CX 20 COMP,1
693,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ce2c582ac4545891001,OFOLATO D 2000UI CT BL 30 CPRS,63da56ea3ea6f313a41b8f1c,OFOLATO D 2000UI CX 30 COMP,1
694,22c45602-f8a5-4d43-9604-1e7440e1f2dd,64d3ef1e3544715ff4bc646a,BUSCOPAN GOTAS 10MG/ML 20ML X 1 - NOVO,63da56ea3ea6f313a41b8f1c,BUSCOPAN 10MG FR 20ML,1
695,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d99ab83ea6f313a41a84ca,MELHORAL ADULTO DISPLAY 25 BL X 8 COMP,63da56ea3ea6f313a41b8f1c,MELHORAL ADULTO C/8 COMP CX C/ 25,1
696,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ce9c582ac454589112e,ADDERA D3 132UI GTS FR 10ML - NOVO,63da56ea3ea6f313a41b8f1c,ADDERA D3 132UI GTS FR 10ML,1
697,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ce8c582ac45458910ec,DORIL ENXAQUECA BL 25X4,63da56ea3ea6f313a41b8f1c,Doril enxaqueca blister,2
698,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cd23ea6f313a41a6baf,BENEGRIP 500MG CT 12 COMP REV,63da56ea3ea6f313a41b8f1c,Benegrip cx 12 comp,2
699,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cd23ea6f313a41a6bce,LACTO PURGA BL 16 COMP REV,63da56ea3ea6f313a41b8f1c,Lacto Purga Bl 16 Comp Rev,5
700,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ce13ea6f313a41a6e3c,ENGOV UP MELANCIA LT 269ML OR,63da56ea3ea6f313a41b8f1c,Engov Up Melancia Lt 269Ml Or,1
701,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cd2c582ac4545890dad,ENGOV AFTER TANGERINA FR 250ML,63da56ea3ea6f313a41b8f1c,Engov after tangerina,2
702,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ce83ea6f313a41a6f5b,ENGOV AFTER CITRUS FR 250ML,63da56ea3ea6f313a41b8f1c,Engov After Citrus Fr 250Ml,5
703,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cee3ea6f313a41a7090,DRAMIN B6 30 CPR REVEST - NOVO,63da56ea3ea6f313a41b8f1c,Dramin B6 30 Cpr Revest - Novo,5
704,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ceb3ea6f313a41a6fd9,EPOCLER SOL OR DISP 60 FLAC X 10 ML,63da56ea3ea6f313a41b8f1c,Epocler display,2
705,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ce13ea6f313a41a6e1f,ALEKTOS 20MG CPR BL X 20,63da56ea3ea6f313a41b8f1c,ALEKTOS 20MG CX 20 COMP,1
706,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cd2c582ac4545890dad,ENGOV AFTER TANGERINA FR 250ML,63da56ea3ea6f313a41b8f1c,ENGOV AFTER 250ML TANGERINA,1
707,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ce0c582ac4545890fbf,NEOSALDINA DRAG X 200 (50X4) - NOVO,63da56ea3ea6f313a41b8f1c,NEOSALDINA C/4 CART COMP CX C/50,1
708,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cd23ea6f313a41a6bc3,ESTOMAZIL ABACAXI PO EF ENV 12X50,63da56ea3ea6f313a41b8f1c,ESTOMAZIL EFV 5G ABACAXI CX C/ 50 ENV (NOVO),1
709,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cd23ea6f313a41a6bb1,BENEGRIP MULTI SOLU OR FR 240ML,63da56ea3ea6f313a41b8f1c,BENEGRIP MULTI FRASCO 240 ML,1
710,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ce53ea6f313a41a6edd,ADDERA D3 10.000UI CAP GEL CT BL 10UN,63da56ea3ea6f313a41b8f1c,ADDERA D3 10.000UI CX 10 CAP,1
711,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ce73ea6f313a41a6f33,CELESTONE SOLUSPAN,63da56ea3ea6f313a41b8f1c,CELESTONE SOLUSPAN INJ 1AMP 1ML,1
712,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ceb3ea6f313a41a6fe1,DORIL DISPLAY 25 BL X 6 COMP,63da56ea3ea6f313a41b8f1c,DORIL BLISTER C/6,1
713,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cd63ea6f313a41a6c5e,BUSCOPAN COMPOSTO 10MG+250MG 20 CPR REV,63da56ea3ea6f313a41b8f1c,Buscopan Composto 10Mg+250Mg 20 Cpr Rev,2
714,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ce53ea6f313a41a6edd,ADDERA D3 10.000UI CAP GEL CT BL 10UN,63da56ea3ea6f313a41b8f1c,Addera D3 10.000Ui Cap Gel Ct Bl 10Un,5
715,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cf03ea6f313a41a70e0,DRAMIN 50 MG CAP MOLE X 200 (EMB FRAC) - NOVO,63da56ea3ea6f313a41b8f1c,DRAMIN 50MG CART C/10 COMP CX C/20,1
716,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d99a03c582ac454589162a,LISADOR DIP 1G CT BL 10 COMP,63da56ea3ea6f313a41b8f1c,LISADOR DIP 1G CX 10 COMP,1
717,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d99a89c582ac45458921d9,LISADOR 500MG CAIXA C/ 2X8 COMP,63da56ea3ea6f313a41b8f1c,LISADOR 500+5+10MG CX 16 COMP,1
718,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cebc582ac4545891162,"RINOSORO JET 0,9% SPR NASAL FR 100ML",63da56ea3ea6f313a41b8f1c,"RINOSORO JET 0,9% FR 100 ML",1
719,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cf03ea6f313a41a70d4,BUSCOPAN DRAG 10MG X 20 - NOVO,63da56ea3ea6f313a41b8f1c,BUSCOPAN 10MG CX 20 DRG,1
720,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ceec582ac4545891204,NEOSALDINA DRAG X 20 - NOVO,63da56ea3ea6f313a41b8f1c,NEOSALDINA CX 20 DRG,1
721,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cd43ea6f313a41a6bf7,DIPROSONE POMADA 30 G,63da56ea3ea6f313a41b8f1c,DIPROSONE POM BG 30G,1
722,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cd13ea6f313a41a6ba4,POLARAMINE CREME 30G,63da56ea3ea6f313a41b8f1c,POLARAMINE 10MG CR DERM BG 30G,1
723,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d99a29c582ac4545891a87,LISADOR DIP 1G CT BL 20 COMP,63da56ea3ea6f313a41b8f1c,Lisador dip 1g cx 20 comp,2
724,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ce13ea6f313a41a6e38,ENGOV UP ORIGINAL LATA 269ML OR,63da56ea3ea6f313a41b8f1c,Engov Up Morango E Kiwi Lata 269Ml Or,1
725,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cf33ea6f313a41a7179,ENGOV CT ENV 12 COMP,63da56ea3ea6f313a41b8f1c,Engov cx 12 comp,2
726,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ce63ea6f313a41a6eff,MILGAMMA 150MG 30 COMP. OR,63da56ea3ea6f313a41b8f1c,MILGAMMA 150MG CX 30 DRG,1
727,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cdb3ea6f313a41a6d30,PREDSIM GTS 20ML,63da56ea3ea6f313a41b8f1c,PREDSIM GTS FR 20ML,1
728,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ce83ea6f313a41a6f5b,ENGOV AFTER CITRUS FR 250ML,63da56ea3ea6f313a41b8f1c,ENGOV AFTER 250ML CITRUS,1
729,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cdfc582ac4545890f8a,ALIVIUM GOTAS 20ML 100MG/ML,63da56ea3ea6f313a41b8f1c,ALIVIUM 100MG GTS 20ML,1
730,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cdc3ea6f313a41a6d62,NEOSALDINA DRAG X 30 - NOVO,63da56ea3ea6f313a41b8f1c,NEOSALDINA CX 30 DRG,1
731,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97cf1c582ac4545891276,ENGOV UP MORANGO E KIWI LATA 269ML OR,63da56ea3ea6f313a41b8f1c,ENGOV UP MORANGO KIWI 269ML,1
732,22c45602-f8a5-4d43-9604-1e7440e1f2dd,63d97ceb3ea6f313a41a6fef,ENGOV AFTER BERRY VIBES 250ML,63da56ea3ea6f313a41b8f1c,ENGOV AFTER 250ML BERRY VIBES,1
733,4030ea74-691b-419d-8b16-9cd6c4a56793,63d97cd53ea6f313a41a6c35,BUSCOPAN COMPOSTO CPR REVEST X 20 - NOVO,63dc07626b1b955b9a2bf99b,buscopan composto,1
734,4030ea74-691b-419d-8b16-9cd6c4a56793,63d97cf03ea6f313a41a70ea,NEOSALDINA DIP 1.00G 100 CPR,63dc07626b1b955b9a2bf99b,Neosaldina,1
735,f7d5c51c-d5ca-4153-a3c4-1028b230d186,63d97cee3ea6f313a41a7090,DRAMIN B6 30 CPR REVEST - NOVO,63dc05ec6b1b955b9a2bb6d0,Dramin B6,3
736,1297242f-84f6-4aec-902e-6725019f74e4,63d97ce9c582ac454589110a,LACTO PURGA DISPLAY 25 BL X 6 COMP REV,63dc06cd64108c7e9fb4be20,Lacto purga display 26,1
737,1297242f-84f6-4aec-902e-6725019f74e4,63d97ceb3ea6f313a41a6fe1,DORIL DISPLAY 25 BL X 6 COMP,63dc06cd64108c7e9fb4be20,DORIL DISPLAY 25 BL X 6 COMP,1
738,1297242f-84f6-4aec-902e-6725019f74e4,63d97cdbc582ac4545890ee5,VENALOT CREM DERM X 240ML F3 - NOVO,63dc06cd64108c7e9fb4be20,Venalot creme derm x 240ml f3  novo,1
739,1297242f-84f6-4aec-902e-6725019f74e4,63d97cd23ea6f313a41a6bbb,GELOL AEROSOL TUBO 60 ML,63dc06cd64108c7e9fb4be20,GELOL AEROSOL TUBO 60 ML,1
740,1297242f-84f6-4aec-902e-6725019f74e4,63d97cd53ea6f313a41a6c35,BUSCOPAN COMPOSTO CPR REVEST X 20 - NOVO,63dc06cd64108c7e9fb4be20,BUSCOPAN COMPOSTO CPR REVEST X 20 - NOVO,1
741,1297242f-84f6-4aec-902e-6725019f74e4,63d97ce9c582ac454589110a,LACTO PURGA DISPLAY 25 BL X 6 COMP REV,63dc06cd64108c7e9fb4be20,LACTO PURGA DISPLAY 25 BL X 6 COMP REV,1
742,1297242f-84f6-4aec-902e-6725019f74e4,63d97ce0c582ac4545890fbf,NEOSALDINA DRAG X 200 (50X4) - NOVO,63dc06cd64108c7e9fb4be20,NEOSALDINA DRAG X 200 (50X4) - NOVO,1
743,1297242f-84f6-4aec-902e-6725019f74e4,63d97cf0c582ac4545891254,BUSCOFEM HOT DISP X 6 SACHE,63dc06cd64108c7e9fb4be20,BUSCOFEM HOT DISP X 6 SACHE,1
744,1297242f-84f6-4aec-902e-6725019f74e4,63d97cdcc582ac4545890f11,BIOTONICO FONT ORIGINAL NV FR 12X400 ML,63dc06cd64108c7e9fb4be20,BIOTONICO FONT ORIGINAL NV FR 12X400 ML,1
745,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97ce9c582ac4545891108,ESTOMAZIL ABACAXI GRAN. EFERV. FRASCO 100G,63dc06c7748506797a3b67ad,Estomazil Abacaxi Frasco,2
746,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97cd33ea6f313a41a6bd8,TAMARINE GELÉIA ZERO AÇÚCAR FR 150G+COL,63dc06c7748506797a3b67ad,Tamarine Geleia Laxante,1
747,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97ce7c582ac45458910ca,MAXSULID 400MG CT 10 COMP,63dc06c7748506797a3b67ad,Maxsulid 400mg,2
748,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97ce83ea6f313a41a6f5b,ENGOV AFTER CITRUS FR 250ML,63dc06c7748506797a3b67ad,Engov After Cítrus,2
749,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97ce7c582ac45458910d0,DIPROSPAN INJETÁVEL 1ML,63dc06c7748506797a3b67ad,DIPROSPAN INJ 1AMP 1ML,1
750,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97cd53ea6f313a41a6c35,BUSCOPAN COMPOSTO CPR REVEST X 20 - NOVO,63dc06c7748506797a3b67ad,BUSCOPAN COMPOSTO CX 20 COMP,1
751,4664f505-a3c4-4cdd-a816-5493a8e33336,63d99a89c582ac45458921d9,LISADOR 500MG CAIXA C/ 2X8 COMP,63dc06c7748506797a3b67ad,Lisador 500mg Caixa C/ 2x8 Comp,1
752,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97cd23ea6f313a41a6bce,LACTO PURGA BL 16 COMP REV,63dc06c7748506797a3b67ad,LACTO PURGA BLISTER,1
753,4664f505-a3c4-4cdd-a816-5493a8e33336,63d99a29c582ac4545891a87,LISADOR DIP 1G CT BL 20 COMP,63dc06c7748506797a3b67ad,Lisador dip 1g cx 20 comp,1
754,4664f505-a3c4-4cdd-a816-5493a8e33336,63d99a04c582ac4545891689,MAGNOPYROL GTS CT FR PL 20ML,63dc06c7748506797a3b67ad,Magnopyrol Gotas 20ml,1
755,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97cd2c582ac4545890dad,ENGOV AFTER TANGERINA FR 250ML,63dc06c7748506797a3b67ad,Engov After Tangerina,2
756,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97ceb3ea6f313a41a6fd9,EPOCLER SOL OR DISP 60 FLAC X 10 ML,63dc06c7748506797a3b67ad,Epocler Display,2
757,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97cd63ea6f313a41a6c52,"RINOSORO INF 0,9% SIC SPRAY FR 50 ML",63dc06c7748506797a3b67ad,Rinosoro Sic Infantil,2
758,4664f505-a3c4-4cdd-a816-5493a8e33336,63d99a29c582ac4545891a87,LISADOR DIP 1G CT BL 20 COMP,63dc06c7748506797a3b67ad,Lisador Dip 1g,2
759,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97ceb3ea6f313a41a6fdd,BENEGRIP 500MG COMP REV BL 2X10,63dc06c7748506797a3b67ad,Benegrip,2
760,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97cd1c582ac4545890d82,MIOFLEX A C/ 12 COMP,63dc06c7748506797a3b67ad,Mioflex A C/ 12 Comp,1
761,4664f505-a3c4-4cdd-a816-5493a8e33336,63d99a03c582ac454589162a,LISADOR DIP 1G CT BL 10 COMP,63dc06c7748506797a3b67ad,LISADOR DIP 1G CX 10 COMP,1
762,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97ceb3ea6f313a41a6fdd,BENEGRIP 500MG COMP REV BL 2X10,63dc06c7748506797a3b67ad,Benegrip 500mg Comp Rev Bl 2x10,1
763,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97cf13ea6f313a41a7108,NEBACETIN POMADA 15G X 1 - NOVO,63dc06c7748506797a3b67ad,Nebacetin Pomada 15g X 1 - Novo,1
764,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97ce8c582ac45458910e2,RINOSORO 3% SIC SPRAY FR 50 ML,63dc06c7748506797a3b67ad,Rinosoro 3% Sic Spray Fr 50 Ml,1
765,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97ce83ea6f313a41a6f5d,GELOL POMADA DERM CT BG X 20 G,63dc06c7748506797a3b67ad,Gelol pom bg 20g,1
766,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97cd23ea6f313a41a6bce,LACTO PURGA BL 16 COMP REV,63dc06c7748506797a3b67ad,Lacto purga cx 16 comp,1
767,4664f505-a3c4-4cdd-a816-5493a8e33336,63d99a89c582ac45458921d9,LISADOR 500MG CAIXA C/ 2X8 COMP,63dc06c7748506797a3b67ad,Lisador 500mg,2
768,4664f505-a3c4-4cdd-a816-5493a8e33336,63d99a89c582ac45458921d9,LISADOR 500MG CAIXA C/ 2X8 COMP,63dc06c7748506797a3b67ad,Lisador 500mg cx 16 comp,1
769,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97ce7c582ac45458910c2,ENGOV DISPLAY 25 ENV X 6 COMP,63dc06c7748506797a3b67ad,Engov display,1
770,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97cd23ea6f313a41a6bc3,ESTOMAZIL ABACAXI PO EF ENV 12X50,63dc06c7748506797a3b67ad,Estomazil Abacaxi Display,2
771,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97ceec582ac4545891204,NEOSALDINA DRAG X 20 - NOVO,63dc06c7748506797a3b67ad,Neosaldina 20cpr novo,1
772,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97cd33ea6f313a41a6bd8,TAMARINE GELÉIA ZERO AÇÚCAR FR 150G+COL,63dc06c7748506797a3b67ad,Tamarine Geleia Laxante 150g,1
773,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97ce13ea6f313a41a6e3c,ENGOV UP MELANCIA LT 269ML OR,63dc06c7748506797a3b67ad,ENGOV UP MELANCIA 269ML,1
774,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97cd33ea6f313a41a6bd8,TAMARINE GELÉIA ZERO AÇÚCAR FR 150G+COL,63dc06c7748506797a3b67ad,Tamarine Geléia Zero Açúcar Fr 150g+col,1
775,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97cdf3ea6f313a41a6de8,NESINA CPR REVEST 25MG X 30 - NOVO,63dc06c7748506797a3b67ad,Nesina Cpr Revest 25mg X 30 - Novo,1
776,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97ce6c582ac45458910a0,CELESTAMINE XAROPE SEM AÇÚCAR,63dc06c7748506797a3b67ad,Celestamine Xarope Sem Açúcar,1
777,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97cf33ea6f313a41a716b,LACTO PURGA 5 MG COM REV CT X 12,63dc06c7748506797a3b67ad,Lacto purga cx 12 comp,1
778,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97ce7c582ac45458910c2,ENGOV DISPLAY 25 ENV X 6 COMP,63dc06c7748506797a3b67ad,Engov Display,2
779,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97ce9c582ac4545891108,ESTOMAZIL ABACAXI GRAN. EFERV. FRASCO 100G,63dc06c7748506797a3b67ad,Estomazil abacaxi frasco,1
780,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97cd23ea6f313a41a6bd6,TAMARINE CAPSULAS 12MG 2 X 10,63dc06c7748506797a3b67ad,Tamarine 12mg Cápsulas,1
781,4664f505-a3c4-4cdd-a816-5493a8e33336,63d97ce0c582ac4545890fbf,NEOSALDINA DRAG X 200 (50X4) - NOVO,63dc06c7748506797a3b67ad,Neosaldina hospitalar 50x4 novo,1
